2024-08-06T01:56:10.270553298Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.270517Z"}
2024-08-06T01:56:10.270724682Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.270688Z"}
2024-08-06T01:56:10.270892139Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.270855Z"}
2024-08-06T01:56:10.271052192Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.271015Z"}
2024-08-06T01:56:10.335767673Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.335650Z"}
2024-08-06T01:56:10.336199070Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.336125Z"}
2024-08-06T01:56:10.336616470Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.336545Z"}
2024-08-06T01:56:10.337017629Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.336949Z"}
2024-08-06T01:56:10.337295596Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.337231Z"}
2024-08-06T01:56:10.337561459Z {"component":"virt-operator","level":"info","msg":"VirtualMachineClusterInstancetype loaded","pos":"strategy.go:799","timestamp":"2024-08-06T01:56:10.337503Z"}
